label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09
5	274 kg	-0.0623	boxing	rabbit, hamster	554 kg/s	0.4622	-0.3387	-0.2412	0.3626	0.212
6	742 kg	0.4037	ice hockey	dog	912 kg/s	1.4025	-0.3492	1.0861	0.7119	NULL
4	-52 kg	1.2806	golf	guinea pig	116 kg/s	-0.7411	0.5606	-0.6211	1.7078	1.5617
2	1761 kg	0.404	football	fish	-1143 kg/s	-0.5003	0.0223	0.1252	-1.144	-0.2116
6	1392 kg	-0.4615	ice hockey	dog	220 kg/s	0.9893	0.5265	0.8327	0.8	0.9747
4	-46 kg	1.628	golf	guinea pig	2068 kg/s	0.6182	-0.392	-0.5633	1.4835	0.6098
3	None	0.6777	tennis	chicken	1955 kg/s	0.4209	0.4971	-1.0582	0.1867	-0.6284
5	-1146 kg	0.0663	BADMINTON	ferret, rabbit	91 kg/s	-0.3413	1.0472	1.696	1.1056	1.8235
6	-3 kg	0.5458	ice hockey	dog	989 kg/s	NULL	1.4035	0.173	0.6394	0.2514
1	779 kg	0.3343	Volleyball	reptile, pig	981 kg/s	0.4856	0.3647	-0.3545	2.2992	0.8631
5	944 kg	-0.0307	badminton	ferret, rabbit	1181 kg/s	-0.6641	-0.199	0.185	-0.0393	0.8433
3	1307 kg	0.7314	tennis	rat	-42 kg/s	0.6228	1.2886	-0.3939	-0.1666	1.3418
2	1688 kg	NULL	track & field	fish	-997 kg/s	1.3404	1.261	1.1228	0.8656	1.1999
1	577 kg	-0.3644	baseball	cat	463 kg/s	0.529	0.1095	1.1109	1.0504	1.2306
5	111 kg	-0.3349	soccer	rabbit	523 kg/s	-0.3709	0.1551	1.0559	-0.0766	-0.586
3	476 kg	0.7268	Tennis	rat	1906 kg/s	1.1302	0.6518	-0.1022	2.3426	0.6033
5	-20 kg	0.3273	soccer	rabbit	-367 kg/s	-0.4649	-0.5608	0.8553	0.0875	0.3796
6	214 kg	-0.0273	ice hockey	fish	2263 kg/s	-0.3666	-0.2627	1.4447	-0.3972	1.8847
1	-485 kg	1.0078	volleyball	pig	2445 kg/s	1.099	0.3098	1.8326	1.291	1.2882
6	-880 kg	0.0814	golf	dog	1331 kg/s	0.2207	0.409	-0.7874	-0.0852	1.3085
0	-14 kg	0.0087	running	bird	949 kg/s	0.2139	0.747	1.65	0.2111	1.4124
6	-1195 kg	-0.1326	motor sports	dog	-741 kg/s	0.1175	-0.4129	0.1059	-0.0786	-0.7971
3	3152 kg	0.8121	tennis	chicken	1190 kg/s	0.4482	-0.9984	-0.7027	1.2591	0.4979
6	-248 kg	2.0188	ice hockey	dog	34 kg/s	0.1049	-0.6677	0.7306	1.3326	0.3315
1	-876 kg	-0.6451	volleyball	pig	2572 kg/s	0.8876	1.2708	-1.0764	1.1021	1.5455
4	145 kg	0.7066	basketball	guinea pig	162 kg/s	-0.0759	0.6376	-0.0292	0.4803	0.2418
3	-318 kg	1.2246	tennis	rat	-24 kg/s	0.6028	0.3734	1.0153	0.3938	0.8202
1	327 kg	1.0567	baseball	reptile, pig	1335 kg/s	-0.3593	1.4324	1.28	1.283	1.1981
2	1168 kg	0.7447	track & field	fish	375 kg/s	1.1056	0.3774	-0.3856	0.254	0.0797
3	-440 kg	-0.6053	ice hockey	rat	570 kg/s	0.3268	0.4319	1.1907	1.0291	1.1726
3	2557 kg	1.2394	golf	rat	37 kg/s	0.6486	0.0567	1.3347	0.8767	-0.3247
1	890 kg	-0.9218	baseball	pig, reptile	1273 kg/s	0.5769	0.747	2.072	0.903	0.3324
1	283 kg	-0.1274	volleyball	pig, reptile	2901 kg/s	0.7519	-0.8944	0.8398	2.2277	1.7866
6	880 kg	0.1321	ice hockey	Dog	-598 kg/s	0.775	1.4746	0.6451	1.1861	0.828
1	-344 kg	-0.2679	baseball	reptile, pig	1600 kg/s	0.7773	-0.6288	-0.0579	0.4967	0.3433
6	222 kg	0.7196	ice hockey	dog	-152 kg/s	0.2258	1.3662	-0.6229	-0.0691	-0.4202
4	-295 kg	1.0369	basketball	guinea pig	81 kg/s	-0.0217	0.4205	1.1956	2.1442	1.5587
0	1415 kg	-0.6143	motor sports	bird	1465 kg/s	1.3592	1.0981	1.1823	1.1263	1.0337
6	-838 kg	-0.3246	volleyball	dog	996 kg/s	0.6875	0.6841	-1.1297	1.2261	-0.4908
6	-486 kg	0.2235	ice hockey	dog	1433 kg/s	0.421	1.126	-0.6936	1.1607	-1.3123
6	1387 kg	1.0753	ice hockey	dog	96 kg/s	0.5673	0.1026	-0.0297	1.3145	0.1486
5	189 kg	0.7015	tennis	hamster, ferret	-489 kg/s	0.0884	1.0447	1.0932	-0.3914	0.2766
1	-143 kg	0.4249	baseball	reptile, cat	2330 kg/s	0.6676	0.8003	1.0655	1.5403	0.4356
6	592 kg	0.4048	ice hockey	dog	-810 kg/s	0.1864	1.371	1.3912	1.6566	0.2714
1	-370 kg	-0.2043	volleyball	REPTILE	536 kg/s	0.3129	1.0064	1.1245	-0.2282	0.2447
2	228 kg	0.8093	football	fish	178 kg/s	-0.8237	0.966	-0.9622	0.0509	0.9382
2	-1557 kg	-0.1235	track & field	fish	-12 kg/s	-0.1229	1.2626	0.515	-0.2651	-1.0085
2	1285 kg	0.6723	ice hockey	fish	955 kg/s	-1.0145	0.1564	0.156	0.8044	0.8893
2	-395 kg	0.7434	track & field	fish	N/A	0.7289	0.5327	1.904	0.2957	0.399
4	98 kg	1.0634	basketball	guinea pig	526 kg/s	-1.1983	0.5532	1.0525	0.5359	0.0805
2	-342 kg	0.9055	football	fish	-390 kg/s	0.4405	1.1224	-0.283		0.3923
0	-498 kg	-0.358	running	bird	469 kg/s	1.3477	0.2279	0.9438	-0.4272	1.0968
6	838 kg	0.9081	ice hockey	dog	1769 kg/s	-0.9139	0.1275	1.2145	0.656	-0.1308
0	-90 kg	0.2305	running	bird	2145 kg/s	1.218	0.2634	1.3647	0.8072	3.5292
2	-425 kg	0.4158	football	fish	882 kg/s	-0.3549	1.0839	-2.1675	-0.9968	0.7281
1	-2648 kg	1.7762	volleyball	reptile, pig	-173 kg/s	0.433	0.5637	-0.4317	2.2735	0.5438
0	1588 kg	0.5156	volleyball	bird	1316 kg/s	-0.1426	1.5418	-1.7633	0.1738	1.7265
4	-182 kg	0.8513	BASKETBALL	guinea pig	4 kg/s	0.4012	-0.9441	1.4422	1.5048	-0.1286
1	-735 kg	0.711	ice hockey	reptile	247 kg/s	0.4641	0.0726	1.0921	0.404	1.6436
0	1058 kg	0.6355	?	bird	27 kg/s	-0.83	0.4488	1.8295	0.2656	0.4587
0	344 kg	-0.5335	motor sports	bird	1472 kg/s	-0.2454	1.3904	2.0995	0.0462	-0.538
2	1070 kg	1.3155	badminton	fish	134 kg/s	1.4666	1.6052	1.6271	-0.0207	0.2551
5	183 kg	1.4248	ice hockey	ferret, hamster	2101 kg/s	-0.0202	0.4597	0.2683	1.2119	-0.7067
0	621 kg	0.3625	Running	bird	642 kg/s	-0.2264	1.4415	-0.3173	1.5848	2.5608
2	-555 kg	0.6701	track & field	fish	-295 kg/s	0.0915	1.6263	1.0902	-0.5949	1.1898
5	-1283 kg	-0.0431	n/a	ferret, hamster	1391 kg/s	0.7641	-0.2332	1.4303	0.577	0.3571
4	-106 kg	-0.8581	basketball	guinea pig	467 kg/s	0.8051	0.9565	-0.2298	0.4689	0.3796
3	296 kg	1.2112	tennis	chicken	732 kg/s	0.0373	0.3747	-0.5786	1.0302	0.782
3	1122 kg	1.0274	tennis	chicken	452 kg/s	-0.8571	0.7829	-1.467	1.2491	0.5011
0	159 kg	-0.9126	motor sports	bird	2009 kg/s	0.0491	0.3084	0.8516	0.7895	0.5587
0	1416 kg	-0.6612	running	bird	797 kg/s	0.2922	0.5755		0.9454	0.2429
4	-924 kg	0.2023	basketball	fish	-1423 kg/s	-0.8687	0.4293	-1.8474	0.6559	2.5471
5	419 kg	1.2301	boxing	Ferret	-350 kg/s	0.7462	0.343	0.741	0.6717	0.5212
1	807 kg	0.6981	tennis	reptile, pig	439 kg/s	-0.4987	0.6227	-1.4542	1.3019	0.1503
1	738 kg	1.1776	volleyball	pig	1449 kg/s	0.9049	1.0806	0.9989	0.3597	0.6921
2	801 kg	0.337	track & field	fish	857 kg/s	0.4018	0.8268	0.2824	0.0026	1.3731
2	2472 kg	-0.7529	track & field	fish	1268 kg/s	0.3498	0.0457	1.4923	0.8438	0.8962
5	183 kg	1.1839	soccer	rabbit, ferret	-50 kg/s	0.365	0.7822	2.9915	0.8553	-0.2453
1	-279 kg	0.1385	volleyball	reptile, pig	2404 kg/s	1.0926	1.1204	1.7345	1.3356	0.6715
5	236 kg	1.0157	boxing	ferret, rabbit	810 kg/s	0.2242	0.1199	1.5079	-0.4765	1.2699
0	659 kg	0.846	motor sports	bird	754 kg/s	0.2755	1.0642	0.2105	-0.086	2.1111
4	-314 kg	0.8003	basketball	guinea pig	798 kg/s	-0.034	-0.1589	0.112	1.3621	1.1682
5	147 kg	0.615	tennis	rabbit, ferret	-57 kg/s	1.3168	0.1266	-0.1712	-0.441	0.1674
0	-297 kg	0.9608	motor sports	Bird	2844 kg/s	0.1979	1.3986	0.9259	-0.358	-1.0425
3	2102 kg	1.8578	tennis	chicken	2031 kg/s	0.1596	1.362	0.9808	0.6709	1.2636
2	1419 kg	0.0658	football	fish	153 kg/s	-0.0469	0.7804	-0.8333	1.3323	0.1809
5	720 kg	0.2445	badminton	ferret, rabbit	-435 kg/s	0.5947	-1.204	-0.8712	1.8319	-1.5397
2	1103 kg	0.5488	track & field	FISH	-209 kg/s	1.0069	0.6035	-0.1657	0.6076	1.0137
2	1613 kg	1.3713	FOOTBALL	fish	-784 kg/s	0.4729	1.0953	0.6785	0.9219	-0.017
6	641 kg	0.5667	ice hockey	dog	2475 kg/s	0.4032	0.3875	3.0984	1.475	2.7977
1	1004 kg	-0.6362	volleyball	pig, reptile	1788 kg/s	1.0275	1.113	-1.0315	-0.1357	1.3506
0	795 kg	0.3082	running	bird	1588 kg/s	-0.4633	0.668	-0.4697	0.0426	1.4567
5	1036 kg	0.2953	soccer	rabbit	889 kg/s	-0.9549		1.379	-0.3514	0.7411
6	-23 kg	-0.5894	ice hockey	reptile	2709 kg/s	0.3561	1.7341	-0.4709	2.2066	-0.168
5	-35 kg	0.0418	badminton	ferret, rabbit	-737 kg/s	-0.7805	0.5304	0.4018	2.1087	-0.8681
4	1011 kg	0.8161	basketball	guinea pig	-410 kg/s	-0.1013	1.3698	1.3029	1.4809	3.0215
1	794 kg	0.5858	baseball	rabbit	-256 kg/s	-0.3775	0.7017	-2.595	1.2385	1.0047
5	981 kg	0.0017	BOXING	rabbit	-499 kg/s	0.333	-1.7562	-1.0551	-0.1249	0.5484
6	1555 kg	0.1681	ice hockey	dog	198 kg/s	0.4125	1.1663	0.2334	0.6667	0.9618
6	-695 kg	0.7038	ice hockey	dog	173 kg/s	0.4419	1.042	0.5462	0.2576	-0.2942
4	-313 kg	0.4747	volleyball	guinea pig	179 kg/s	-0.22	0.0128	-0.4434	0.9844	-0.9277
3	106 kg	0.411	tennis	chicken	708 kg/s	-0.4851	0.2957	0.6106	2.1308	0.0244
0	272 kg	0.1406	baseball	bird	1993 kg/s	0.7305	1.319	0.2605	-0.2198	1.4426
5	-1266 kg	1.2964	soccer	hamster	-123 kg/s	1.4059	-0.265	1.9751	0.7329	-0.2874
1	1542 kg	-0.0732	baseball	cat, pig	515 kg/s	0.9656	-0.171	-1.5365	1.779	0.9637
5	-397 kg	1.4581	BOXING	rabbit, hamster	930 kg/s	0.135	-0.0628	0.4377	-0.0858	-0.7242
0	-1034 kg	-0.9266	running	bird	4190 kg/s	1.429	2.1788	-1.0583	0.047	1.5957
4	106 kg	1.0417	baseball	guinea pig	1601 kg/s	-0.0853	1.4383	0.2376	-0.1883	0.625
3	764 kg	1.4854	TENNIS	RAT	52 kg/s	1.2168	0.7663	-0.2865	0.7473	0.6054
3	804 kg	1.2012	tennis	chicken	-89 kg/s	-0.4985	1.3145	1.0284	1.2172	1.5864
3	334 kg	-0.4826	tennis	chicken	-1239 kg/s	-0.7141	-0.7437	0.8908	0.5828	0.7195
3	NULL	0.2332	tennis	chicken	-694 kg/s	-0.6157	1.8506	0.1144	1.5643	1.0184
1	299 kg	-0.0519	baseball	dog	1042 kg/s	0.2426	1.1971	0.1545	1.9692	-0.3133
3	653 kg	-0.4677	basketball	rat	748 kg/s	-0.4995	-0.3883	0.9034	2.3588	0.7178
4	960 kg	1.2964	volleyball	guinea pig	-83 kg/s	-0.1777	1.3907	-0.8687	1.0287	-0.8959
1	-190 kg	None	volleyball	cat, reptile	623 kg/s	1.15	0.2037	-0.4816	1.3172	1.6768
6	1239 kg	0.6359	ice hockey	dog	1259 kg/s	0.7652	0.1983	0.5293	0.3321	1.5161
5	-326 kg	-0.4555	badminton	hamster	1396 kg/s	-0.2934	1.4703	-0.1902	0.0763	0.1611
4	1033 kg	1.3323	golf	guinea pig	1593 kg/s	0.1448	1.1444	-0.3081	1.4666	0.3593
0	471 kg	-0.1132	running	bird	1819 kg/s	-0.031	1.3925	0.9118	1.0552	0.8258
4	-633 kg	1.0831	basketball	guinea pig	-1404 kg/s	-1.1094	0.8247	-0.1968	1.8615	0.137
1	1159 kg	0.3911	baseball	fish	1721 kg/s	1.1726	-0.4259	-0.3357	1.1166	-0.7761
4	-461 kg	0.9638	basketball	guinea pig	405 kg/s	-0.722	0.0768	-0.5453	0.6103	0.7229
4	723 kg	0.0791	track & field	guinea pig	-160 kg/s	-0.1498	1.4197	1.7928	0.8767	1.5826
1	65 kg	None	volleyball	pig, reptile	?	1.1007	-1.8648	0.1709	0.6939	2.1038
6	538 kg	-0.0372	ice hockey	dog	1160 kg/s	0.8273	-0.2953	1.829	0.3125	-0.9199
2	871 kg	-0.4623	football	fish	516 kg/s	-0.6645	0.3179	0.0857	-0.735	-0.6268
2	1290 kg	0.061	track & field	fish	176 kg/s	1.1636	-0.3619	0.0611	-0.2178	-0.7682
1	786 kg	3.242	volleyball	cat, reptile	960 kg/s	0.6117	-0.3057	0.5469	-1.0323	0.9339
5	985 kg	0.1776	boxing	rabbit	-1298 kg/s	0.2113	0.6376	0.3042	-0.5397	0.3282
6	-10 kg	0.4035	ice hockey	dog	1335 kg/s	0.8596	0.256	-0.3294	1.2277	-0.3707
4	633 kg	1.068	basketball	guinea pig	-735 kg/s	0.014	1.318	0.2716	1.067	-0.3147
4	1452 kg	-0.4239	basketball	guinea pig	336 kg/s	1.0317	0.1392	-0.1152	0.8908	0.0014
3	-36 kg	0.491	tennis	chicken	2373 kg/s	-0.6887	0.966	0.6303	-0.1328	-0.5266
4	263 kg	0.6792	golf	guinea pig	37 kg/s	0.6304	0.0477	-1.6078	1.2292	0.2502
3	1159 kg	1.0539	tennis	chicken	534 kg/s	1.2051	-0.5875	-1.1344	1.2976	-0.2084
1	1729 kg	-0.0291	volleyball	?	2109 kg/s	1.8491	1.0032	-0.6781	1.0216	0.9926
6	-87 kg	0.7507	ice hockey	dog	474 kg/s	0.4475	0.0558	0.7077	1.6999	-1.1491
5	-1375 kg	0.9899	boxing	ferret	1264 kg/s	1.3469	0.3226	1.797	-1.1616	-0.2448
0	1897 kg	0.2285	ice hockey	bird	198 kg/s	0.7037	1.1966	0.4737	0.6436	-0.0367
5	n/a	-0.3388	SOCCER	ferret, rabbit	749 kg/s	0.2707	0.3873	0.1034	0.4213	0.4302
5	-58 kg	0.7234	tennis	hamster	-1655 kg/s	0.6577	0.4599	-0.7103	-0.507	1.7199
4	1490 kg	0.036	basketball	guinea pig	-187 kg/s	1.3811	0.6305	-0.4676	-0.6511	-1.3232
5	-1548 kg	-0.3209	boxing	ferret	23 kg/s	-0.4771	0.8553	-0.0313	1.1242	0.0691
3	2275 kg	0.8135	tennis	CHICKEN	1408 kg/s	0.5007	0.3543	-1.964	2.4246	1.3749
2	3220 kg	-0.4024	running	fish	-473 kg/s	0.5775	0.585	-1.322	0.8369	0.8894
0	-631 kg	-0.5644	motor sports	bird	698 kg/s	1.2804	1.1478	0.306	N/A	1.2924
0	2061 kg	-0.5658	basketball	bird	-832 kg/s	1.0823	0.4818	1.7466	1.3691	1.7252
5	1035 kg	0.996	badminton	rabbit	-671 kg/s	-0.7385	0.0547	1.7392	1.6863	n/a
1	-178 kg	1.4585	baseball	reptile	-390 kg/s	1.3422	0.0474	-0.4957	0.4766	-1.3288
3	1533 kg	0.8659	tennis	chicken	-428 kg/s	0.6059	-0.055	1.372	0.138	0.4801
5	-71 kg	0.3611	tennis	hamster	-841 kg/s	-0.0578	-0.5202	1.2162	-0.2573	1.0541
1	1144 kg	-0.5522	baseball	pig, cat		0.4855	0.432	0.1658	0.9383	0.6714
1	815 kg	0.3461	volleyball	cat, pig	424 kg/s	1.0957	0.2171	0.5859	2.7276	1.0697
6	-346 kg	-0.2339	ice hockey	dog	777 kg/s	0.2436	-0.2539	0.769	0.4271	0.4818
5	1698 kg	0.9348	badminton	ferret, hamster	147 kg/s	0.2363	0.7996	2.5158	0.3841	-0.7803
3	365 kg	-0.0243	tennis	rat	-221 kg/s	-0.7299	1.0687	-0.2572	0.72	0.3639
3	1518 kg	1.6302	NULL	chicken	1020 kg/s	-0.1452	1.7315	0.9657	1.2765	1.3267
2	-42 kg	1.2499	football	fish	-1042 kg/s	-0.1901	0.3954	-0.7526	0.6218	-0.5134
2	-144 kg	0.2999	football	fish	-935 kg/s	-0.2402	2.316	-0.037	0.3697	0.1403
2	-148 kg	1.3276	baseball	fish	-576 kg/s	0.1176	0.8892	0.3835	0.9293	0.437
4	640 kg	0.5165	golf	guinea pig	624 kg/s	0.4719	1.1822	1.0653	0.4597	1.1562
6	359 kg	0.216	ice hockey	dog	778 kg/s	0.496	0.58	1.3403	0.8046	0.0406
5	-781 kg	-1.0176	soccer	hamster	-470 kg/s	-0.2602	0.4014	3.127	0.9751	0.005
3	1204 kg	1.1192	tennis	rat	1702 kg/s	0.8898	0.5305	0.6153	1.3297	0.9367
4	-47 kg	0.4241	golf	guinea pig	-403 kg/s	-0.4463	-0.7818	-0.1851	2.1116	0.5198
0	1120 kg	1.8936	motor sports	bird	667 kg/s	-0.6628	0.1125	0.132	0.5492	-0.7353
3	827 kg	-0.3566	tennis	chicken	586 kg/s	-0.419	2.3557	-0.5927	1.413	0.8017
6	181 kg	1.3745	ice hockey	dog	891 kg/s	0.9897	0.3548	0.1697	1.0101	-0.7958
0	1696 kg	0.6691	running	bird	1257 kg/s	0.2696	1.4678	0.5824	-0.4649	0.6677
5	1427 kg	0.6588	badminton	rabbit	796 kg/s	-0.6982	-0.0928	-1.684	-1.4234	0.7113
2	-169 kg	1.7606	football	fish	91 kg/s	1.5142	0.487	-0.9823	-0.3095	1.2118
1	N/A	0.3694	volleyball	pig	253 kg/s	0.8139	0.0645	-0.6411	0.9577	-0.022
1	-767 kg	0.8295	baseball	cat	-427 kg/s	1.3786	-0.356	-0.93	1.7568	1.6979
4	1613 kg	1.5543	basketball	guinea pig	281 kg/s	-0.1718	1.134	1.4673	-0.7704	0.0778
3	406 kg	0.012	tennis	chicken	-215 kg/s	-0.0665	-0.0836	-0.0925	1.0853	-0.8137
6	232 kg	1.7517	ice hockey	dog	1126 kg/s	1.0141	2.1051	0.6433	0.4073	0.5587
1	461 kg	2.0632	baseball	CAT, REPTILE	1992 kg/s	-0.1887	0.7109	0.34	2.1898	0.5521
4	2435 kg	0.692	basketball	guinea pig	362 kg/s	-0.28	0.627	1.1668	0.745	1.0793
5	1210 kg	0.1025	soccer	ferret	51 kg/s	1.4815	0.2768	-0.7799	0.4378	2.2891
0	-544 kg	0.16	baseball	?	1232 kg/s	0.1337	0.8573	0.3562	-0.4774	1.3538
4	-641 kg	0.3142	volleyball	guinea pig	-22 kg/s	-1.1317	-0.6717	-0.2332	0.322	0.8222
2	3139 kg	1.5686	volleyball	fish	148 kg/s	0.8352	1.3122	-0.4335	1.2796	0.1487
3	2102 kg	0.569	tennis	chicken	1696 kg/s	0.0557	1.7251	0.6002	0.0619	0.2671
4	-312 kg	-0.1989	golf	guinea pig	338 kg/s	0.6712	0.4171	-1.9998	1.7607	0.3673
4	1587 kg	-0.6194	basketball	guinea pig	1242 kg/s	1.2899	0.3659	-1.0835	1.4174	1.3575
2	192 kg	0.5061	None	fish	1274 kg/s	0.9093	0.6034	-1.1364	0.4634	-0.3733
2	1407 kg	-0.2191	football	fish	-20 kg/s	-0.0856	1.8495	-2.5433	0.8653	0.6036
4	461 kg	1.3643	golf	guinea pig	1607 kg/s	0.2498	0.4997	-1.3385	1.9144	1.5179
3	264 kg	0.5191	tennis	rat	438 kg/s	0.3057	1.087	-0.164	1.4302	1.7983
1	1588 kg	0.2802	volleyball	pig	796 kg/s	0.9445	0.8834	1.0664	0.9024	0.6195
0	-339 kg	1.5756	running	bird	1211 kg/s	0.791	2.0388	0.8937	-0.7184	-0.012
1	-477 kg	-0.6484	baseball	cat	1593 kg/s	-0.6662	1.2386	1.0107	0.7937	2.7672
3	-107 kg	-0.8409	tennis	chicken	693 kg/s	0.3822	0.2324	0.6353	0.3866	1.6336
1	615 kg	0.8392	volleyball	cat, pig	1600 kg/s	0.4104	1.5324	-0.2446	2.0105	-0.6147
0	2022 kg	-0.2893	motor sports	bird	-1010 kg/s	0.6668	0.92	-0.04	-0.1011	0.6829
4	1004 kg	-1.0309	basketball	guinea pig	806 kg/s	0.0955	0.213	2.1992	1.6611	0.8375
5	-551 kg	1.4249	badminton	ferret, hamster	-230 kg/s	0.8437	1.9575	0.6986	-0.3403	-0.2297
0	1190 kg	-0.7879	running	bird	-40 kg/s	-0.5114	1.5618	0.5229	-1.0776	-0.1837
1	480 kg	1.0946	volleyball	pig	1806 kg/s	1.3678	1.3659	-0.6693	1.4756	0.6987
4	1805 kg	-0.1128	motor sports	guinea pig	1316 kg/s	0.6142	1.7316	1.0415	1.2544	1.2139
0	-288 kg	-0.8725	?	BIRD	1809 kg/s	1.6275	1.7542	0.4611	1.0285	-0.6465
1	388 kg	0.5472	Volleyball	pig, reptile	1167 kg/s	2.369	-0.0933	-0.0336	1.7912	0.5732
3	426 kg	1.2737	football	chicken	365 kg/s	0.5053	0.9651	0.4005	0.166	0.7374
6	1417 kg	0.9068	motor sports	dog	1957 kg/s	0.3073	1.4616	1.6022	1.0041	0.1158
3	1891 kg	0.3431	tennis	rat	321 kg/s	-0.7563	0.1748	-1.2705	1.5525	0.4078
3	1400 kg	1.1418	tennis	chicken	394 kg/s	0.1324	0.9077	-1.3877	0.0883	0.6959
0	60 kg	0.0979	running	bird	1739 kg/s	0.2403	0.9438	1.1075	0.3617	0.2996
6	858 kg	-0.2365	ice hockey	dog	782 kg/s	1.0781	-0.8339	1.6887	0.672	0.707
5	-70 kg	0.7381	boxing	hamster	1502 kg/s	-0.5093	0.5435	0.518	1.4838	-0.3157
1	1407 kg	0.7962	volleyball	reptile, pig	382 kg/s	0.3812	0.4128	-1.4728	0.2373	-0.4604
0	1652 kg	-0.3768	boxing	bird	412 kg/s	-0.2154	1.0867	0.9733	0.3765	2.5936
4	769 kg	0.6511	basketball	guinea pig	43 kg/s	1.0157	1.1561	1.1923	0.1964	1.3787
4	486 kg	0.3406	basketball	guinea pig	1509 kg/s	1.5226	0.5522	0.6993	0.2091	0.3254
0	1936 kg	-0.249	motor sports	bird	2127 kg/s	0.3129	-0.5865	0.6119	-1.4494	0.0113
0	333 kg	-0.3289	running	bird	1076 kg/s	-0.5764	1.7473	0.4527	0.1267	-0.3404
5	-610 kg	0.0901	soccer	rabbit	551 kg/s	0.3394	-0.6604	1.0493	0.4214	-0.7001
3	-870 kg	1.22	tennis	chicken	2733 kg/s	0.6887	0.397	0.551	2.4603	0.0029
2	1574 kg	0.272	track & field	fish	-29 kg/s	-0.1554	1.6589	-1.3773	0.2466	0.1547
0	-414 kg	0.0996	running	bird	3015 kg/s	-0.1412	1.3875	1.1795	0.2777	0.2483
2	1049 kg	1.6289	football	fish	226 kg/s	-0.0058	1.5975	1.4286	-0.2064	-0.3017
0	1689 kg	0.9894	motor sports	bird	-1249 kg/s	0.1592	0.8356	-0.0934	-0.3622	0.8321
0	-1361 kg	0.5694	running	bird	1249 kg/s	?	0.9848	-0.2723	-1.0713	0.8998
2	1600 kg	-0.2578	running	fish	269 kg/s	0.1104	0.3987	0.4385	0.3575	0.322
5	666 kg	-0.0774	boxing	ferret, hamster	-1638 kg/s	-0.3217	0.3603	0.4922	-0.813	-0.4238
3	250 kg	1.0662	tennis	rat	?	0.7391	0.5988	-0.5526	1.8067	1.3551
2	-95 kg	0.6821	track & field	fish	1319 kg/s	-0.0228	-0.5765	0.4187	1.358	-0.1742
6	1354 kg	1.3375	ice hockey	dog	-455 kg/s	-0.5238	1.6128	1.32	2.0261	0.4318
6	NULL	0.3367	ice hockey	dog	1996 kg/s	0.9282	0.493	0.8619	-0.5421	0.399
5	-103 kg	-0.4552	badminton	ferret	1201 kg/s	-1.0495	0.2218	2.3247	-0.988	0.152
2	978 kg	0.8817	basketball	fish	664 kg/s	0.5102	0.2396	-0.8254	0.9394	0.0323
1		0.8587	volleyball	cat, reptile	2270 kg/s	0.6297	0.675	1.0942	1.5484	-1.7515
3	1010 kg	0.1322	tennis	chicken	336 kg/s	-1.0151	0.757	0.0511	1.1768	0.8361
3	n/a	-0.8274	tennis	chicken	2044 kg/s	0.3748	0.113	0.6541	0.9846	0.1913
3	1600 kg	0.8345	tennis	CHICKEN	1490 kg/s	-0.682	1.837	0.1999	0.7696	1.3618
3	1244 kg	-0.0982	tennis	rat	332 kg/s	-0.1382	0.1331	-0.2103	-0.5707	-0.2224
5	-729 kg	0.6166	boxing	ferret	-445 kg/s	-0.4318	0.7042	1.0221	0.1602	-0.8219
2	608 kg	0.639	football	fish	-876 kg/s	0.4283	0.9568	-0.3676	2.075	0.1702
2	1176 kg	0.0714	soccer	fish	-719 kg/s	-0.435	1.4455	0.5287	-0.2529	0.1417
3	77 kg	1.3035	tennis	rat	1695 kg/s	0.9445	1.5447	-0.0824	0.9859	1.2533
5	2013 kg	0.8997	soccer	hamster, ferret	904 kg/s	n/a	0.0152	1.7887	2.4008	0.6291
6	879 kg	0.5159	ice hockey	?	1058 kg/s	-0.0359	0.7238	-1.458	0.4673	0.2139
0	-28 kg	-1.1874	football	bird	1779 kg/s	0.8951	1.3476	-0.1396	-0.4269	-0.4436
2	2207 kg	1.0313	football	fish	-91 kg/s	0.9436	0.412	-1.6435	-0.1752	0.7852
4	-962 kg	-0.8126	basketball	guinea pig	68 kg/s	0.0975	0.7336	0.1307	1.7298	1.3435
3	940 kg	-0.1726	tennis	chicken	651 kg/s	0.3532	1.486	0.3607	0.7649	1.0821
3	1089 kg	-0.0938	tennis	rat	1846 kg/s	0.9569	0.42	-0.5015	0.8531	0.8481
5	1232 kg	0.8055	badminton	ferret, rabbit	-1055 kg/s	0.4421	1.5304	0.4237	-0.4814	-0.2562
0	579 kg	1.2303	running	bird	1218 kg/s	0.2805	0.775	0.5036	-1.6943	1.1877
4	586 kg	0.1107	basketball	guinea pig	-432 kg/s	-0.0686	0.1891	-0.5239	1.7651	0.6576
5	-49 kg	-0.0982	boxing	rabbit	206 kg/s	-0.0346	-0.2294	0.1329	0.3342	1.0108
6	1184 kg	0.9988	ice hockey	dog	1356 kg/s	0.5369	-0.2409	-0.1424	1.4956	-1.1617
3	1568 kg	-1.0929	tennis	rat	1852 kg/s	-0.0126	0.8433	0.3065	1.6442	1.3219
3	-13 kg	0.277	tennis	chicken	1282 kg/s	-0.0715	2.5458	0.806	2.0192	0.3696
2	1990 kg	1.6077	track & field	fish	879 kg/s	0.2562	0.8374	-1.1564	-0.5186	-0.4037
